GEO_ID,Geographic_Area_Name,Estimate_Total,Percentage_Total_Built_2020_or_later,Percentage_Total_Built_2010_to_2019,Percentage_Total_Built_2000_to_2009,Percentage_Total_Built_1990_to_1999,Percentage_Total_Built_1980_to_1989,Percentage_Total_Built_1970_to_1979,Percentage_Total_Built_1960_to_1969,Percentage_Total_Built_1950_to_1959,Percentage_Total_Built_1940_to_1949,Percentage_Total_Built_1939_or_earlier
0500000US15001,"Hawaii County, Hawaii",90673,0.0094,0.0934,0.2223,0.1731,0.1776,0.1721,0.0558,0.0383,0.0229,0.0352
0500000US15003,"Honolulu County, Hawaii",373863,0.0087,0.0898,0.097,0.1069,0.1252,0.2323,0.172,0.1006,0.0393,0.0282
0500000US15007,"Kauai County, Hawaii",30476,0.0089,0.0728,0.1434,0.1719,0.2017,0.1981,0.0763,0.0658,0.0135,0.0476
0500000US15009,"Maui County, Hawaii",72941,0.0038,0.0858,0.1421,0.1626,0.2172,0.2191,0.0798,0.0365,0.0198,0.0332
0500000US16001,"Ada County, Idaho",211962,0.0563,0.2073,0.1962,0.1606,0.0987,0.1445,0.0402,0.0399,0.0183,0.038
0500000US16005,"Bannock County, Idaho",36232,0.0258,0.08,0.1042,0.0972,0.0805,0.1946,0.1182,0.1215,0.0768,0.1012
0500000US16019,"Bonneville County, Idaho",47358,0.0424,0.1202,0.1723,0.0871,0.0834,0.182,0.0838,0.1095,0.0459,0.0734
0500000US16027,"Canyon County, Idaho",89421,0.0543,0.2037,0.2705,0.1511,0.0357,0.1065,0.0321,0.0412,0.0297,0.0753
0500000US16055,"Kootenai County, Idaho",80683,0.0403,0.1911,0.2392,0.1588,0.0838,0.1391,0.0514,0.0335,0.01,0.0527
0500000US16083,"Twin Falls County, Idaho",36729,0.0252,0.0967,0.1745,0.088,0.1053,0.1776,0.0766,0.0755,0.0681,0.1126
0500000US17019,"Champaign County, Illinois",95238,0.0139,0.1156,0.142,0.0935,0.117,0.1619,0.1011,0.0948,0.0261,0.1342
0500000US17031,"Cook County, Illinois",2270952,0.0057,0.0462,0.0805,0.0583,0.0732,0.1265,0.1285,0.1426,0.0663,0.2722
0500000US17037,"DeKalb County, Illinois",41627,0.0054,0.035,0.1854,0.1099,0.0711,0.1488,0.182,0.0842,0.0163,0.162
0500000US17043,"DuPage County, Illinois",367206,0.01,0.0458,0.0967,0.1461,0.1648,0.2331,0.1305,0.1011,0.0242,0.0477
0500000US17089,"Kane County, Illinois",190813,0.0154,0.0673,0.2066,0.1409,0.1026,0.1198,0.0985,0.0878,0.028,0.1332
0500000US17091,"Kankakee County, Illinois",45420,0.0048,0.0535,0.1088,0.1302,0.0524,0.1991,0.116,0.1266,0.066,0.1425
0500000US17093,"Kendall County, Illinois",46419,0.0512,0.1055,0.3766,0.1402,0.0386,0.1297,0.0645,0.0455,0.0141,0.0341
0500000US17097,"Lake County, Illinois",270662,0.0062,0.0531,0.1513,0.1834,0.1611,0.1604,0.0916,0.0835,0.0421,0.0674
0500000US17099,"LaSalle County, Illinois",49832,0.0214,0.0328,0.0909,0.0634,0.0421,0.1473,0.1184,0.1554,0.0612,0.2673
0500000US17111,"McHenry County, Illinois",121450,0.0075,0.0383,0.2146,0.2168,0.1315,0.1516,0.0613,0.0725,0.0212,0.0846
0500000US17113,"McLean County, Illinois",75294,0.0058,0.0874,0.1788,0.1433,0.0909,0.1375,0.1092,0.0728,0.041,0.1335
0500000US17115,"Macon County, Illinois",49623,0.0027,0.0246,0.0416,0.0773,0.0691,0.1611,0.1316,0.1834,0.0833,0.2254
0500000US17119,"Madison County, Illinois",119193,0.0102,0.065,0.0956,0.1091,0.1045,0.1324,0.119,0.1521,0.0702,0.1418
0500000US17143,"Peoria County, Illinois",84934,0.0055,0.047,0.0996,0.0767,0.0712,0.1599,0.1446,0.1501,0.0673,0.1782
0500000US17161,"Rock Island County, Illinois",66754,0.0114,0.0346,0.0393,0.0502,0.0712,0.1525,0.1754,0.1764,0.0957,0.1933
0500000US17163,"St. Clair County, Illinois",115538,0.0098,0.0757,0.1687,0.0951,0.1029,0.0942,0.1088,0.1511,0.0599,0.1339
0500000US17167,"Sangamon County, Illinois",93479,0.0031,0.0732,0.073,0.1204,0.1003,0.2201,0.1208,0.0794,0.0684,0.1414
0500000US17179,"Tazewell County, Illinois",58744,0.0073,0.0623,0.0842,0.0849,0.0571,0.2096,0.1542,0.1278,0.0692,0.1435
0500000US17183,"Vermilion County, Illinois",34300,0.0068,0.0313,0.0257,0.0578,0.0685,0.1572,0.1241,0.114,0.0499,0.3647
0500000US17197,"Will County, Illinois",254585,0.01,0.0654,0.2515,0.2116,0.0949,0.1353,0.0775,0.0635,0.0247,0.0657
0500000US17199,"Williamson County, Illinois",32070,0.0078,0.1137,0.1534,0.1226,0.1067,0.1528,0.1027,0.0636,0.0417,0.135
0500000US17201,"Winnebago County, Illinois",124989,0.0019,0.0283,0.0933,0.1313,0.1171,0.1549,0.1167,0.1299,0.0671,0.1596
0500000US18003,"Allen County, Indiana",166010,0.0157,0.0876,0.1024,0.1241,0.0924,0.1542,0.1307,0.1067,0.0441,0.1421
0500000US18005,"Bartholomew County, Indiana",35699,0.0103,0.1099,0.121,0.1491,0.0891,0.1401,0.1598,0.088,0.0564,0.0762
0500000US18011,"Boone County, Indiana",29808,0.0362,0.2164,0.192,0.1175,0.0472,0.0981,0.0509,0.0488,0.0167,0.1764
0500000US18019,"Clark County, Indiana",55332,0.0395,0.1098,0.1604,0.1127,0.0889,0.1518,0.1268,0.0842,0.0416,0.0843
0500000US18035,"Delaware County, Indiana",51632,0.0045,0.0493,0.0768,0.0883,0.1039,0.1414,0.1648,0.1329,0.0708,0.1673
0500000US18039,"Elkhart County, Indiana",80537,0.0046,0.0697,0.1543,0.1288,0.1203,0.11,0.1072,0.0923,0.0773,0.1354
0500000US18043,"Floyd County, Indiana",34826,0.004,0.1148,0.0991,0.165,0.1118,0.1157,0.0843,0.1094,0.0531,0.1428
0500000US18053,"Grant County, Indiana",29870,0.009,0.0122,0.0884,0.0993,0.095,0.1349,0.1324,0.1472,0.057,0.2246
0500000US18057,"Hamilton County, Indiana",144227,0.0491,0.2221,0.2527,0.1972,0.0975,0.0824,0.0373,0.0173,0.0083,0.0362
0500000US18059,"Hancock County, Indiana",34520,0.0324,0.0945,0.1863,0.2032,0.0747,0.1171,0.1098,0.0698,0.0094,0.1028
0500000US18063,"Hendricks County, Indiana",69755,0.047,0.1747,0.2645,0.1452,0.0789,0.0871,0.0633,0.0599,0.0265,0.0529
0500000US18067,"Howard County, Indiana",39912,0.014,0.0564,0.0923,0.1,0.0831,0.1353,0.1565,0.1056,0.0605,0.1962
0500000US18081,"Johnson County, Indiana",66058,0.0306,0.0896,0.2342,0.2194,0.0944,0.1409,0.062,0.0456,0.0183,0.065
0500000US18085,"Kosciusko County, Indiana",38884,0.0167,0.1082,0.1265,0.1832,0.1402,0.0784,0.0773,0.0813,0.0512,0.1371
0500000US18089,"Lake County, Indiana",217680,0.0159,0.0628,0.1095,0.0946,0.0623,0.1153,0.1308,0.1695,0.1006,0.1386
0500000US18091,"LaPorte County, Indiana",49929,0.0015,0.0494,0.0741,0.1292,0.0878,0.1639,0.0963,0.142,0.0587,0.1971
0500000US18095,"Madison County, Indiana",59276,0.0083,0.0321,0.0867,0.0965,0.0548,0.1515,0.1354,0.1363,0.0647,0.2338
0500000US18097,"Marion County, Indiana",440988,0.0098,0.0789,0.1114,0.121,0.1134,0.1246,0.1171,0.1257,0.055,0.143
0500000US18105,"Monroe County, Indiana",66363,0.0155,0.0709,0.192,0.1572,0.1061,0.1586,0.107,0.0618,0.0208,0.1101
0500000US18109,"Morgan County, Indiana",30121,0.0162,0.0837,0.1581,0.2081,0.0607,0.0946,0.1504,0.0698,0.0437,0.1146
0500000US18127,"Porter County, Indiana",72729,0.0194,0.0694,0.1369,0.1421,0.1331,0.2268,0.0896,0.0846,0.0217,0.0764
0500000US18141,"St. Joseph County, Indiana",118499,0.0121,0.0661,0.08,0.1233,0.0858,0.1303,0.0978,0.1277,0.0889,0.1881
0500000US18157,"Tippecanoe County, Indiana",80376,0.0146,0.1629,0.1607,0.1411,0.0777,0.1132,0.0965,0.0769,0.0385,0.118
0500000US18163,"Vanderburgh County, Indiana",85424,0.0126,0.0533,0.1015,0.0891,0.0837,0.1394,0.109,0.1455,0.0972,0.1688
0500000US18167,"Vigo County, Indiana",46889,0.0041,0.1016,0.0901,0.0975,0.0913,0.1225,0.1057,0.0862,0.0554,0.2456
0500000US18173,"Warrick County, Indiana",26887,0.0367,0.1286,0.1554,0.1704,0.1095,0.1453,0.0667,0.0706,0.0217,0.0952
0500000US18177,"Wayne County, Indiana",30744,0.0011,0.0133,0.0761,0.0758,0.0486,0.1452,0.1376,0.1318,0.0788,0.2916
0500000US19013,"Black Hawk County, Iowa",58929,0.0077,0.0842,0.0754,0.0639,0.0551,0.1515,0.1262,0.1643,0.0687,0.203
0500000US19049,"Dallas County, Iowa",44838,0.0733,0.3597,0.2567,0.0979,0.0289,0.0492,0.0316,0.0199,0.0081,0.0746
0500000US19061,"Dubuque County, Iowa",43470,0.0153,0.0946,0.1049,0.0981,0.065,0.1414,0.1181,0.1102,0.0373,0.2151
0500000US19103,"Johnson County, Iowa",68160,0.0181,0.2028,0.1514,0.159,0.1027,0.1305,0.0808,0.0559,0.0167,0.082
0500000US19113,"Linn County, Iowa",102698,0.0156,0.1326,0.1378,0.1309,0.0908,0.1238,0.109,0.0883,0.0362,0.1351
0500000US19153,"Polk County, Iowa",219058,0.0339,0.1237,0.1329,0.1255,0.0849,0.1259,0.0859,0.0918,0.046,0.1496
0500000US19155,"Pottawattamie County, Iowa",40118,0.0164,0.0441,0.1087,0.0875,0.0713,0.1314,0.1168,0.1362,0.0397,0.2477
0500000US19163,"Scott County, Iowa",78550,0.0206,0.0796,0.1035,0.0911,0.0757,0.1549,0.1606,0.1053,0.0441,0.1646
0500000US19169,"Story County, Iowa",41971,0.013,0.1704,0.1585,0.111,0.0698,0.144,0.0806,0.0765,0.0292,0.1469
0500000US19193,"Woodbury County, Iowa",43457,0.0138,0.0504,0.0534,0.0731,0.0521,0.1517,0.114,0.1198,0.0734,0.2983
0500000US20015,"Butler County, Kansas",27402,0.0126,0.0672,0.1573,0.1878,0.1227,0.1184,0.0535,0.1206,0.0375,0.1225
0500000US20045,"Douglas County, Kansas",53770,0.0118,0.1495,0.1313,0.1577,0.1284,0.1175,0.094,0.0727,0.0189,0.118
0500000US20091,"Johnson County, Kansas",258475,0.0222,0.1215,0.1763,0.1651,0.1535,0.1382,0.0937,0.0841,0.0223,0.023
0500000US20103,"Leavenworth County, Kansas",31927,0.0189,0.0779,0.1575,0.1344,0.1132,0.1009,0.0734,0.0835,0.0204,0.2199
0500000US20161,"Riley County, Kansas",30776,0.0054,0.1806,0.1236,0.106,0.1306,0.1939,0.0856,0.0974,0.0123,0.0646
0500000US20173,"Sedgwick County, Kansas",227316,0.0179,0.0805,0.132,0.104,0.132,0.1356,0.0771,0.1637,0.0638,0.0933
0500000US20177,"Shawnee County, Kansas",81281,0.0023,0.0457,0.0841,0.1002,0.1031,0.1643,0.162,0.1553,0.0622,0.1209
0500000US20209,"Wyandotte County, Kansas",68701,0.0065,0.0616,0.0955,0.0456,0.0834,0.1446,0.1411,0.1668,0.0793,0.1756
0500000US21015,"Boone County, Kentucky",53449,0.0253,0.1242,0.2536,0.2005,0.1466,0.1295,0.0385,0.0467,0.0141,0.0209
0500000US21029,"Bullitt County, Kentucky",33677,0.0251,0.1327,0.2099,0.2114,0.1001,0.1573,0.0694,0.0551,0.0036,0.0353
0500000US21037,"Campbell County, Kentucky",42129,0.0142,0.0859,0.1164,0.1374,0.1011,0.0885,0.0691,0.084,0.0526,0.2509
0500000US21047,"Christian County, Kentucky",29371,0.0225,0.1011,0.1647,0.1799,0.1302,0.1401,0.1197,0.0612,0.0329,0.0478
0500000US21059,"Daviess County, Kentucky",44517,0.0164,0.0879,0.1403,0.102,0.1238,0.1653,0.1202,0.1366,0.0558,0.0516
0500000US21067,"Fayette County, Kentucky",148963,0.0163,0.1098,0.1802,0.1375,0.1412,0.1318,0.1129,0.0853,0.0166,0.0683
0500000US21093,"Hardin County, Kentucky",47646,0.0112,0.1371,0.1543,0.1332,0.1121,0.1891,0.0938,0.0721,0.03,0.0671
0500000US21111,"Jefferson County, Kentucky",358983,0.0124,0.0833,0.107,0.0974,0.0808,0.1469,0.1272,0.146,0.0597,0.1393
0500000US21117,"Kenton County, Kentucky",73256,0.0209,0.0935,0.1046,0.1072,0.0972,0.1377,0.1089,0.0708,0.0514,0.2077
0500000US21145,"McCracken County, Kentucky",32250,0.015,0.0783,0.0848,0.1282,0.1393,0.1451,0.1096,0.0962,0.0566,0.147
0500000US21151,"Madison County, Kentucky",40310,0.0272,0.1189,0.2234,0.174,0.1346,0.1498,0.0881,0.0443,0.0082,0.0317
0500000US21185,"Oldham County, Kentucky",23901,0.0347,0.1366,0.2363,0.1899,0.1289,0.166,0.0312,0.0355,0.0092,0.0317
0500000US21199,"Pulaski County, Kentucky",31776,0.0169,0.1117,0.1877,0.1774,0.1266,0.2085,0.0406,0.0536,0.0173,0.0598
0500000US21227,"Warren County, Kentucky",60028,0.0443,0.1799,0.1855,0.1408,0.1073,0.1246,0.0769,0.0437,0.0304,0.0665
0500000US22005,"Ascension Parish, Louisiana",52033,0.0527,0.2465,0.2458,0.1316,0.1362,0.0858,0.0553,0.0161,0.0132,0.0168
0500000US22015,"Bossier Parish, Louisiana",56846,0.0188,0.182,0.1712,0.16,0.1337,0.1446,0.09,0.0716,0.0169,0.0112
0500000US22017,"Caddo Parish, Louisiana",112668,0.0066,0.0669,0.0711,0.097,0.154,0.2158,0.1484,0.1505,0.0522,0.0375
0500000US22019,"Calcasieu Parish, Louisiana",95544,0.0427,0.1772,0.1487,0.1335,0.0886,0.1463,0.1061,0.0876,0.0258,0.0434
0500000US22033,"East Baton Rouge Parish, Louisiana",206842,0.019,0.1563,0.1433,0.0961,0.1595,0.1724,0.1079,0.0773,0.037,0.0311
0500000US22045,"Iberia Parish, Louisiana",31329,0.0048,0.0877,0.1799,0.1453,0.1487,0.1364,0.0996,0.0869,0.0641,0.0467
0500000US22051,"Jefferson Parish, Louisiana",194744,0.0057,0.0364,0.0868,0.0972,0.2018,0.2337,0.1641,0.1051,0.0347,0.0346
0500000US22055,"Lafayette Parish, Louisiana",112617,0.0259,0.1878,0.1656,0.1229,0.1684,0.1458,0.0929,0.0569,0.0234,0.0105
0500000US22057,"Lafourche Parish, Louisiana",41827,0.0207,0.1395,0.1269,0.1187,0.1388,0.1616,0.0959,0.1097,0.0298,0.0583
0500000US22063,"Livingston Parish, Louisiana",60199,0.0387,0.2029,0.2869,0.1645,0.1207,0.0869,0.0503,0.0273,0.0045,0.0173
0500000US22071,"Orleans Parish, Louisiana",195626,0.0048,0.0633,0.0774,0.0309,0.0719,0.1457,0.1078,0.1111,0.0667,0.3204
0500000US22073,"Ouachita Parish, Louisiana",71299,0.0211,0.0704,0.137,0.173,0.1457,0.1554,0.1349,0.0886,0.0323,0.0416
0500000US22079,"Rapides Parish, Louisiana",58638,0.0088,0.1198,0.1093,0.0987,0.1491,0.1822,0.1156,0.0826,0.0879,0.046
0500000US22097,"St. Landry Parish, Louisiana",37216,0.0031,0.1406,0.1384,0.0938,0.1744,0.1753,0.0799,0.1196,0.0447,0.0303
0500000US22103,"St. Tammany Parish, Louisiana",114346,0.0414,0.1386,0.261,0.1685,0.1668,0.1244,0.0467,0.0165,0.0158,0.0202
0500000US22105,"Tangipahoa Parish, Louisiana",60207,0.0137,0.2179,0.1799,0.1115,0.1599,0.1567,0.0747,0.0275,0.0338,0.0245
0500000US22109,"Terrebonne Parish, Louisiana",47815,0.0123,0.0979,0.1573,0.1381,0.1334,0.2028,0.1176,0.0644,0.0467,0.0296
0500000US23001,"Androscoggin County, Maine",50369,0.0112,0.0365,0.0902,0.0772,0.1066,0.1612,0.0957,0.0979,0.0664,0.2572
0500000US23003,"Aroostook County, Maine",38483,0.0062,0.043,0.127,0.0984,0.0899,0.1852,0.1013,0.0893,0.0641,0.1955
0500000US23005,"Cumberland County, Maine",153343,0.0213,0.0929,0.1163,0.0993,0.135,0.1157,0.0764,0.076,0.0489,0.2182
0500000US23011,"Kennebec County, Maine",63487,0.0136,0.052,0.1215,0.0987,0.1266,0.1407,0.0919,0.0758,0.0443,0.2349
0500000US23019,"Penobscot County, Maine",75643,0.0078,0.0842,0.1223,0.1167,0.1413,0.114,0.0811,0.0769,0.0356,0.22
0500000US23031,"York County, Maine",115047,0.0169,0.0943,0.1221,0.1058,0.157,0.1386,0.0595,0.0589,0.0355,0.2113
0500000US24001,"Allegany County, Maryland",32729,0.006,0.0159,0.0463,0.0481,0.0774,0.0987,0.137,0.144,0.0907,0.3359
0500000US24003,"Anne Arundel County, Maryland",236486,0.0201,0.108,0.1219,0.1582,0.1566,0.1565,0.0933,0.0914,0.0376,0.0564
0500000US24005,"Baltimore County, Maryland",351123,0.0096,0.0602,0.095,0.1234,0.1233,0.1191,0.126,0.1953,0.07,0.0781
0500000US24009,"Calvert County, Maryland",36240,0.0247,0.0995,0.1824,0.2065,0.1993,0.1767,0.0393,0.0216,0.0212,0.0289
0500000US24013,"Carroll County, Maryland",66545,0.0115,0.0537,0.1314,0.1796,0.1979,0.1655,0.0704,0.0527,0.0178,0.1195
0500000US24015,"Cecil County, Maryland",44389,0.0111,0.092,0.1895,0.1916,0.1465,0.1012,0.1091,0.0737,0.0144,0.0707
0500000US24017,"Charles County, Maryland",63763,0.0241,0.1329,0.1658,0.1922,0.1925,0.149,0.0691,0.0442,0.0186,0.0116
0500000US24021,"Frederick County, Maryland",108996,0.0346,0.1321,0.1591,0.2103,0.1342,0.0907,0.0541,0.0469,0.019,0.1189
0500000US24025,"Harford County, Maryland",105205,0.0125,0.0952,0.1506,0.1938,0.1718,0.151,0.1136,0.0601,0.0168,0.0347
0500000US24027,"Howard County, Maryland",125818,0.0153,0.1292,0.1643,0.1939,0.2138,0.1687,0.0627,0.0299,0.005,0.0171
0500000US24031,"Montgomery County, Maryland",406850,0.011,0.0915,0.1127,0.1145,0.1865,0.1551,0.1355,0.1141,0.0403,0.0388
0500000US24033,"Prince George's County, Maryland",363986,0.0097,0.0761,0.1111,0.1236,0.1345,0.1475,0.1906,0.112,0.0481,0.0469
0500000US24037,"St. Mary's County, Maryland",46481,0.0233,0.1439,0.2306,0.2102,0.153,0.1037,0.0416,0.0534,0.015,0.0254
0500000US24043,"Washington County, Maryland",64112,0.0072,0.0534,0.1397,0.1017,0.108,0.1225,0.104,0.0906,0.0564,0.2165
0500000US24045,"Wicomico County, Maryland",44069,0.0028,0.1187,0.1917,0.1361,0.144,0.1307,0.0694,0.0793,0.0456,0.0818
0500000US24510,"Baltimore city, Maryland",293879,0.0055,0.0444,0.0447,0.0422,0.0507,0.0712,0.0776,0.1445,0.0987,0.4205
0500000US25001,"Barnstable County, Massachusetts",166131,0.0079,0.0427,0.0662,0.0949,0.2227,0.1884,0.1243,0.0992,0.0364,0.1173
0500000US25003,"Berkshire County, Massachusetts",70149,0.0051,0.0185,0.0394,0.0603,0.113,0.1327,0.101,0.1215,0.0543,0.3541
0500000US25005,"Bristol County, Massachusetts",245044,0.0047,0.0476,0.0632,0.0852,0.119,0.1227,0.0903,0.1032,0.0513,0.3128
0500000US25009,"Essex County, Massachusetts",330161,0.0066,0.0536,0.0777,0.0633,0.1135,0.0954,0.0944,0.0994,0.0499,0.3464
0500000US25011,"Franklin County, Massachusetts",34488,0.0035,0.0465,0.0734,0.0378,0.1492,0.1024,0.0682,0.1007,0.0544,0.364
0500000US25013,"Hampden County, Massachusetts",197474,0.0063,0.0311,0.0492,0.0555,0.0963,0.1197,0.1205,0.1763,0.0712,0.2739
0500000US25015,"Hampshire County, Massachusetts",66989,0.0071,0.0762,0.0773,0.0862,0.1378,0.1392,0.1138,0.089,0.0336,0.2399
0500000US25017,"Middlesex County, Massachusetts",667964,0.0097,0.0752,0.0671,0.0705,0.0973,0.1025,0.1013,0.1086,0.046,0.3217
0500000US25021,"Norfolk County, Massachusetts",295728,0.0074,0.0802,0.0671,0.0775,0.1002,0.1113,0.1063,0.1259,0.0609,0.2632
0500000US25023,"Plymouth County, Massachusetts",218625,0.0132,0.0783,0.0863,0.0812,0.1035,0.1404,0.1127,0.1055,0.0562,0.2228
0500000US25025,"Suffolk County, Massachusetts",357351,0.0165,0.101,0.0659,0.04,0.0625,0.0815,0.0716,0.0718,0.05,0.4391
0500000US25027,"Worcester County, Massachusetts",355687,0.0079,0.052,0.0861,0.0839,0.1229,0.1153,0.0936,0.1026,0.0549,0.2808
0500000US26005,"Allegan County, Michigan",52612,0.012,0.1014,0.1598,0.1267,0.106,0.1295,0.0926,0.0614,0.0553,0.1554
0500000US26017,"Bay County, Michigan",48683,0.0046,0.0301,0.0651,0.0766,0.086,0.1777,0.101,0.1731,0.0793,0.2065
0500000US26021,"Berrien County, Michigan",77318,0.0078,0.0372,0.091,0.0922,0.0718,0.1425,0.1313,0.1606,0.0689,0.1966
0500000US26025,"Calhoun County, Michigan",59618,0.0072,0.0216,0.0795,0.0811,0.0673,0.1487,0.101,0.1707,0.068,0.2549
0500000US26037,"Clinton County, Michigan",33397,0.0163,0.1058,0.1541,0.1229,0.11,0.1518,0.082,0.0566,0.034,0.1663
0500000US26045,"Eaton County, Michigan",47707,0.005,0.0393,0.0999,0.1687,0.1176,0.2021,0.1152,0.0595,0.0316,0.1612
0500000US26049,"Genesee County, Michigan",183950,0.0075,0.0337,0.0946,0.1026,0.0767,0.1703,0.1495,0.1819,0.0655,0.1178
0500000US26055,"Grand Traverse County, Michigan",46914,0.0097,0.1117,0.2004,0.1514,0.133,0.1595,0.0422,0.0792,0.0269,0.0862
0500000US26065,"Ingham County, Michigan",126267,0.0043,0.0653,0.0832,0.0976,0.0958,0.1762,0.1313,0.1283,0.0597,0.1583
0500000US26067,"Ionia County, Michigan",24869,0.0188,0.0489,0.1372,0.1173,0.0911,0.142,0.0626,0.0612,0.0306,0.2904
0500000US26075,"Jackson County, Michigan",69345,0.0043,0.0372,0.0906,0.1096,0.0816,0.1702,0.1256,0.0971,0.0703,0.2136
0500000US26077,"Kalamazoo County, Michigan",114832,0.0086,0.0662,0.1204,0.1318,0.1018,0.1593,0.1032,0.1221,0.0527,0.1339
0500000US26081,"Kent County, Michigan",268692,0.0124,0.0972,0.1211,0.1332,0.107,0.106,0.0947,0.1081,0.0553,0.1649
0500000US26087,"Lapeer County, Michigan",37185,0.0101,0.0499,0.1285,0.1741,0.1079,0.1695,0.0839,0.0801,0.0279,0.1682
0500000US26091,"Lenawee County, Michigan",43822,0.0069,0.0148,0.1173,0.1285,0.0756,0.1497,0.1069,0.0855,0.0623,0.2525
0500000US26093,"Livingston County, Michigan",80172,0.0145,0.1062,0.1871,0.2347,0.1069,0.1758,0.0518,0.0485,0.0202,0.0542
0500000US26099,"Macomb County, Michigan",373561,0.0102,0.0503,0.1175,0.1395,0.1126,0.159,0.1666,0.1571,0.0396,0.0476
0500000US26103,"Marquette County, Michigan",33601,0.0082,0.0497,0.0849,0.0886,0.0627,0.1813,0.1251,0.1121,0.0682,0.2192
0500000US26111,"Midland County, Michigan",37137,0.0129,0.0561,0.0766,0.1427,0.09,0.2077,0.1319,0.1484,0.0363,0.0974
0500000US26115,"Monroe County, Michigan",66681,0.0186,0.0708,0.1342,0.1095,0.0646,0.1557,0.0903,0.1116,0.0782,0.1665
0500000US26117,"Montcalm County, Michigan",28123,0.0239,0.0505,0.1258,0.1578,0.0926,0.1204,0.1156,0.1144,0.0515,0.1476
0500000US26121,"Muskegon County, Michigan",75189,0.0079,0.0509,0.0798,0.1305,0.0759,0.1335,0.095,0.1557,0.0993,0.1716
0500000US26125,"Oakland County, Michigan",561353,0.0092,0.0562,0.0957,0.1294,0.1301,0.1874,0.1211,0.1455,0.0566,0.0687
0500000US26139,"Ottawa County, Michigan",117721,0.0214,0.1617,0.1375,0.1743,0.1249,0.1111,0.0946,0.0652,0.0308,0.0785
0500000US26145,"Saginaw County, Michigan",86252,0.0119,0.0453,0.0869,0.0978,0.0734,0.1836,0.1419,0.1456,0.0707,0.1429
0500000US26147,"St. Clair County, Michigan",72839,0.0136,0.0468,0.1185,0.1525,0.0969,0.1365,0.0963,0.1076,0.0698,0.1616
0500000US26155,"Shiawassee County, Michigan",30321,0,0.0215,0.1101,0.1155,0.0819,0.1814,0.1081,0.1172,0.0792,0.1853
0500000US26159,"Van Buren County, Michigan",37438,0.0106,0.0639,0.1167,0.1753,0.1111,0.1519,0.0612,0.0849,0.0506,0.1737
0500000US26161,"Washtenaw County, Michigan",159289,0.0187,0.077,0.135,0.1481,0.0962,0.1444,0.1257,0.1019,0.0374,0.1156
0500000US26163,"Wayne County, Michigan",790980,0.0042,0.0291,0.0542,0.0537,0.0557,0.1026,0.1106,0.2338,0.1443,0.2118
0500000US27003,"Anoka County, Minnesota",142263,0.0198,0.1142,0.1548,0.1577,0.1683,0.1706,0.0973,0.0788,0.0167,0.0217
0500000US27013,"Blue Earth County, Minnesota",29811,0.0299,0.1095,0.1734,0.1265,0.0641,0.0828,0.0958,0.0747,0.0476,0.1956
0500000US27019,"Carver County, Minnesota",42171,0.036,0.1489,0.21,0.217,0.1194,0.1207,0.0368,0.028,0.0173,0.0658
0500000US27027,"Clay County, Minnesota",27630,0.0299,0.1391,0.1969,0.0781,0.065,0.1396,0.1041,0.1349,0.0342,0.0781
0500000US27035,"Crow Wing County, Minnesota",42665,0.0118,0.1233,0.2129,0.1722,0.1412,0.1209,0.0645,0.0638,0.0336,0.0557
0500000US27037,"Dakota County, Minnesota",179347,0.0157,0.0993,0.1676,0.1852,0.182,0.1484,0.0922,0.0537,0.0113,0.0446
0500000US27053,"Hennepin County, Minnesota",571382,0.0163,0.0922,0.084,0.0809,0.1416,0.133,0.0942,0.1245,0.0443,0.1889
0500000US27109,"Olmsted County, Minnesota",70904,0.0183,0.1289,0.1994,0.1216,0.1217,0.1285,0.0929,0.0809,0.0316,0.0763
0500000US27123,"Ramsey County, Minnesota",234820,0.0119,0.0545,0.0577,0.0644,0.1286,0.1246,0.0897,0.1384,0.053,0.2769
0500000US27131,"Rice County, Minnesota",25338,0.0175,0.089,0.1925,0.0994,0.0823,0.138,0.0598,0.0847,0.0544,0.1823
0500000US27137,"St. Louis County, Minnesota",104213,0.0041,0.0439,0.1042,0.074,0.0699,0.1362,0.073,0.1461,0.063,0.2856
0500000US27139,"Scott County, Minnesota",56568,0.0328,0.1448,0.2913,0.1925,0.1132,0.1034,0.0427,0.029,0.0095,0.0409
0500000US27141,"Sherburne County, Minnesota",37090,0.0218,0.0932,0.2724,0.2238,0.1337,0.1298,0.0509,0.0336,0.011,0.0297
0500000US27145,"Stearns County, Minnesota",66610,0.0138,0.0897,0.1831,0.1392,0.1396,0.1559,0.0767,0.058,0.0278,0.1163
0500000US27163,"Washington County, Minnesota",109511,0.0356,0.1388,0.1751,0.204,0.1314,0.1225,0.0693,0.0575,0.0111,0.0547
0500000US27171,"Wright County, Minnesota",57570,0.0249,0.1351,0.27,0.1543,0.0939,0.1259,0.0619,0.0505,0.0217,0.0619
0500000US28033,"DeSoto County, Mississippi",75889,0.0349,0.1643,0.2852,0.2234,0.126,0.0845,0.0542,0.0159,0.0014,0.01
0500000US28035,"Forrest County, Mississippi",33832,0.0108,0.1185,0.145,0.1086,0.1492,0.1239,0.14,0.1059,0.0364,0.0617
0500000US28047,"Harrison County, Mississippi",94572,0.0145,0.1681,0.2352,0.1334,0.1085,0.1176,0.1192,0.0563,0.0267,0.0205
